TITLE     = "Fluent Common Fluid Files Data"
VARIABLES = "X"
"Y"
"Static Pressure"
DATASETAUXDATA Common.DensityVar="7"
DATASETAUXDATA Common.PressureVar="15"
DATASETAUXDATA Common.TemperatureVar="17"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="12"
DATASETAUXDATA Common.TurbulentKineticEnergyVar="10"
DATASETAUXDATA Common.UVar="18"
DATASETAUXDATA Common.VectorVarsAreVelocity="True"
DATASETAUXDATA Common.ViscosityVar="11"
DATASETAUXDATA Common.VVar="19"
DATASETAUXDATA Common.WVar="20"
ZONE T="Slice: Y=-1.48"
 STRANDID=7, SOLUTIONTIME=0
 I=223, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 DT=(DOUBLE DOUBLE DOUBLE )
 2.492045452E+00 2.493846017E+00 2.495644869E+00 2.497443655E+00 2.499243492E+00
 2.501043711E+00 2.502846969E+00 2.504653158E+00 2.506465142E+00 2.508282723E+00
 2.510108712E+00 2.511945405E+00 2.513774666E+00 2.515614204E+00 2.517458520E+00
 2.519306027E+00 2.521159418E+00 2.523015775E+00 2.524865147E+00 2.526708976E+00
 2.528560134E+00 2.530398053E+00 2.532233819E+00 2.534063549E+00 2.535885260E+00
 2.537695485E+00 2.539510933E+00 2.539511309E+00 2.539511138E+00 2.539510984E+00
 2.539510848E+00 2.539510729E+00 2.539510628E+00 2.539510545E+00 2.539509600E+00
 2.539508386E+00 2.539507184E+00 2.539505994E+00 2.539504815E+00 2.539503644E+00
 2.539502481E+00 2.539501331E+00 2.539500193E+00 2.539499068E+00 2.539497954E+00
 2.539497290E+00 2.539496859E+00 2.539496541E+00 2.539496239E+00 2.539495954E+00
 2.539495685E+00 2.539495432E+00 2.539495196E+00 2.539494426E+00 2.539493149E+00
 2.539491884E+00 2.539490630E+00 2.539488920E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 -1.480000000E+00 -1.480000000E+00 -1.480000000E+00
 2.426987238E+00 -1.286713305E+01 -2.941933508E+01 -4.406780104E+01 -5.724768339E+01
 -7.107543594E+01 -8.510070010E+01 -9.690667894E+01 -1.084140358E+02 -1.199815581E+02
 -1.318495718E+02 -1.356332841E+02 -1.446017347E+02 -1.529364493E+02 -1.597493291E+02
 -1.659770914E+02 -1.689977880E+02 -1.724784182E+02 -1.769748222E+02 -1.833395739E+02
 -1.864550458E+02 -1.826974903E+02 -1.778919765E+02 -1.753548468E+02 -1.740304443E+02
 -1.735498547E+02 -1.749089959E+02 -1.774321275E+02 -1.749086556E+02 -1.671740178E+02
 -1.640876425E+02 -1.660586454E+02 -1.678602963E+02 -1.681947564E+02 -1.680374842E+02
 -1.680416748E+02 -1.676458025E+02 -1.667269317E+02 -1.672022962E+02 -1.692499892E+02
 -1.714661849E+02 -1.750929224E+02 -1.801626120E+02 -1.770366520E+02 -1.660533513E+02
 -1.610952413E+02 -1.622331744E+02 -1.621175010E+02 -1.597103347E+02 -1.567887278E+02
 -1.534266942E+02 -1.504641986E+02 -1.460220701E+02 -1.407206445E+02 -1.357030091E+02
 -1.293452466E+02 -1.223349561E+02 -1.148074547E+02 -1.075786189E+02 -9.797230494E+01
 -8.738274461E+01 -7.633439811E+01 -6.456331080E+01 -5.323465226E+01 -4.214390944E+01
 -3.027065544E+01 -1.786835884E+01 -4.568571070E+00 1.010723537E+01 2.473638908E+01
 4.020092738E+01 5.574356851E+01 7.262849006E+01 8.754249565E+01 1.006189976E+02
 1.163857250E+02 1.286016006E+02 1.370660436E+02 1.553255302E+02 1.737371763E+02
 1.980945606E+02 2.206894410E+02 2.405433458E+02 2.572129749E+02 2.737455338E+02
 2.920820660E+02 3.125046389E+02 3.349714665E+02 3.592439810E+02 3.875691982E+02
 4.188207628E+02 4.486017247E+02 4.744769488E+02 4.839100662E+02 4.631743100E+02
 4.023649412E+02 1.716015688E+02 -1.059925806E+02 -3.009001707E+02 -5.805882994E+02
 -8.384190465E+02 -9.415537718E+02 -9.270790781E+02 -8.311178316E+02 -7.587197926E+02
 -7.094149650E+02 -6.489475020E+02 -6.103443365E+02 -5.817136804E+02 -5.503931018E+02
 -5.143804373E+02 -4.815638318E+02 -4.469871150E+02 -4.015535056E+02 -3.641216934E+02
 -3.386807755E+02 -3.126332841E+02 -2.897069556E+02 -2.693530543E+02 -2.511825242E+02
 -2.356759125E+02 -2.223729075E+02 -2.104800387E+02 -2.001293875E+02 -1.915240091E+02
 -1.842495996E+02 -1.787163006E+02 -1.747449492E+02 -1.714374045E+02 -1.695262980E+02
 -1.686327870E+02 -1.684190164E+02 -1.693661063E+02 -1.708879518E+02 -1.730541544E+02
 -1.756103500E+02 -1.782413781E+02 -1.820073621E+02 -1.866231919E+02 -1.930084601E+02
 -1.978876283E+02 -2.007277558E+02 -2.068906526E+02 -2.105426749E+02 -2.117865875E+02
 -2.146888979E+02 -2.136211682E+02 -2.125559839E+02 -2.117747385E+02 -2.080048371E+02
 -2.043081490E+02 -1.975790150E+02 -1.904055374E+02 -1.806749541E+02 -1.693998858E+02
 -1.587991157E+02 -1.454452420E+02 -1.334206029E+02 -1.202913293E+02 -1.057912657E+02
 -9.136030313E+01 -7.676072601E+01 -6.253675804E+01 -4.919193625E+01 -3.703750036E+01
 -2.520208476E+01 -1.450442159E+01 -4.783158198E+00 3.938782585E+00 1.156350466E+01
 1.821924185E+01 2.403431908E+01 2.903446657E+01 3.357586333E+01 3.743472529E+01
 4.088416002E+01 4.393563321E+01 4.659324365E+01 4.925119583E+01 5.159645954E+01
 5.374188191E+01 5.557912401E+01 5.710904085E+01 5.834041760E+01 5.898771635E+01
 5.931663138E+01 5.836640044E+01 5.646542126E+01 5.421140078E+01 5.160980820E+01
 5.091182874E+01 2.094176069E+01 -3.617991039E+00 5.504534856E+00 9.752051340E+00
 1.087292564E+01 1.130290261E+01 1.154415920E+01 1.181341596E+01 1.225021056E+01
 1.281738064E+01 1.328019379E+01 1.331925566E+01 1.332982390E+01 1.346632062E+01
 1.368150327E+01 1.388482404E+01 1.389819867E+01 1.378646780E+01 1.359131608E+01
 1.330779139E+01 1.296225803E+01 1.263002702E+01 1.235434419E+01 1.215421752E+01
 1.204411440E+01 1.195177527E+01 1.188295469E+01 1.180626755E+01 1.159759605E+01
 1.098997177E+01 9.883874264E+00 2.426987238E+00
ZONE T="Slice: Y=-1.4078"
 STRANDID=8, SOLUTIONTIME=0
 I=221, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 DT=(DOUBLE DOUBLE DOUBLE )
 2.505725416E+00 2.503679987E+00 2.501619399E+00 2.499557155E+00 2.497491762E+00
 2.495427440E+00 2.493359413E+00 2.491292656E+00 2.489222706E+00 2.487152152E+00
 2.485080461E+00 2.483005035E+00 2.480932423E+00 2.478860773E+00 2.476787169E+00
 2.474711996E+00 2.472638365E+00 2.470562818E+00 2.468486742E+00 2.466411651E+00
 2.464337286E+00 2.462262245E+00 2.460186881E+00 2.458111665E+00 2.456036609E+00
 2.453961761E+00 2.451887062E+00 2.449813498E+00 2.447738909E+00 2.445663545E+00
 2.443588571E+00 2.441514199E+00 2.439439761E+00 2.437365513E+00 2.435291329E+00
 2.433217012E+00 2.431142724E+00 2.429068864E+00 2.426995661E+00 2.424922319E+00
 2.422848944E+00 2.420775817E+00 2.418703452E+00 2.416631495E+00 2.414559647E+00
 2.412487533E+00 2.410415742E+00 2.408345810E+00 2.406275246E+00 2.404205595E+00
 2.402136578E+00 2.400068465E+00 2.398001019E+00 2.395935041E+00 2.393869012E+00
 2.391803293E+00 2.389739956E+00 2.387678501E+00 2.385616698E+00 2.383557745E+00
 2.381497245E+00 2.379439369E+00 2.377382039E+00 2.375329542E+00 2.373273612E+00
 2.371221237E+00 2.369169509E+00 2.367118039E+00 2.365067163E+00 2.363020098E+00
 2.360975676E+00 2.358929623E+00 2.356883839E+00 2.354842466E+00 2.352800785E+00
 2.350763194E+00 2.348729833E+00 2.346699803E+00 2.344679222E+00 2.342666291E+00
 2.342045690E+00 2.341427823E+00 2.340812450E+00 2.340199937E+00 2.339586753E+00
 2.338978964E+00 2.338377145E+00 2.337783200E+00 2.337196333E+00 2.336621443E+00
 2.336069867E+00 2.335524619E+00 2.335016414E+00 2.334564459E+00 2.334214447E+00
 2.334080443E+00 2.334233031E+00 2.334622086E+00 2.335159165E+00 2.335749159E+00
 2.336353191E+00 2.336963759E+00 2.337582389E+00 2.338209759E+00 2.338840887E+00
 2.339475051E+00 2.340111312E+00 2.340748712E+00 2.341387253E+00 2.342026148E+00
 2.342666293E+00 2.344746393E+00 2.346828160E+00 2.348912369E+00 2.350997214E+00
 2.353081853E+00 2.355165858E+00 2.357251715E+00 2.359336274E+00 2.361420762E+00
 2.363506161E+00 2.365589954E+00 2.367674289E+00 2.369759320E+00 2.371843937E+00
 2.373929348E+00 2.376013288E+00 2.378098636E+00 2.380184132E+00 2.382268101E+00
 2.384353827E+00 2.386437990E+00 2.388521953E+00 2.390605824E+00 2.392689482E+00
 2.394773850E+00 2.396857363E+00 2.398941830E+00 2.401025102E+00 2.403109506E+00
 2.405193549E+00 2.407276550E+00 2.409359462E+00 2.411440029E+00 2.413519696E+00
 2.415595989E+00 2.417671230E+00 2.419744356E+00 2.421814754E+00 2.423881600E+00
 2.425943294E+00 2.428005615E+00 2.430060893E+00 2.432112459E+00 2.434160172E+00
 2.436201375E+00 2.438241439E+00 2.440274961E+00 2.442305676E+00 2.444330842E+00
 2.446351623E+00 2.448371652E+00 2.450384460E+00 2.452397808E+00 2.454410973E+00
 2.456419396E+00 2.458431846E+00 2.460441602E+00 2.462453219E+00 2.464468781E+00
 2.466485237E+00 2.468506212E+00 2.470532135E+00 2.472561199E+00 2.474602146E+00
 2.476647300E+00 2.478702795E+00 2.480763570E+00 2.482831103E+00 2.484904997E+00
 2.486982499E+00 2.489063676E+00 2.491146562E+00 2.493230641E+00 2.495316547E+00
 2.497400564E+00 2.499484507E+00 2.501566495E+00 2.503646229E+00 2.505725403E+00
 2.505725401E+00 2.505725406E+00 2.505725411E+00 2.505725415E+00 2.505725420E+00
 2.505725424E+00 2.505725429E+00 2.505725434E+00 2.505725437E+00 2.505725440E+00
 2.505725444E+00 2.505725449E+00 2.505725454E+00 2.505725459E+00 2.505725463E+00
 2.505725467E+00 2.505725465E+00 2.505725453E+00 2.505725440E+00 2.505725439E+00
 2.505725437E+00 2.505725436E+00 2.505725440E+00 2.505725446E+00 2.505725452E+00
 2.505725458E+00 2.505725464E+00 2.505725470E+00 2.505725476E+00 2.505725477E+00
 2.505725416E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00 -1.407804878E+00
 -1.407804878E+00
 1.610412445E+01 -4.987135169E-01 -1.796058773E+01 -3.320383818E+01 -4.741360038E+01
 -6.035473801E+01 -7.210809561E+01 -8.293441356E+01 -9.263035139E+01 -1.004300776E+02
 -1.039929967E+02 -1.059193619E+02 -1.111329021E+02 -1.170984960E+02 -1.199023537E+02
 -1.210238485E+02 -1.187433541E+02 -1.117926926E+02 -1.052426601E+02 -1.031977777E+02
 -1.028194165E+02 -1.000736972E+02 -9.584383960E+01 -9.221910756E+01 -9.066963104E+01
 -9.078124297E+01 -9.124250729E+01 -9.124091975E+01 -9.092115934E+01 -9.092551258E+01
 -9.122061022E+01 -9.134713524E+01 -9.138393822E+01 -9.156512274E+01 -9.137740819E+01
 -9.043217892E+01 -8.943639222E+01 -8.912967857E+01 -8.894625000E+01 -8.801671498E+01
 -8.711349131E+01 -8.666636997E+01 -8.504505081E+01 -8.136896501E+01 -7.836145506E+01
 -7.815147834E+01 -7.792285767E+01 -7.679901064E+01 -7.558401295E+01 -7.286877021E+01
 -6.950908184E+01 -6.685242980E+01 -6.361236439E+01 -5.986082801E+01 -5.742657416E+01
 -5.460664992E+01 -4.933261438E+01 -4.335154884E+01 -3.742655811E+01 -3.233629083E+01
 -2.895642900E+01 -2.515383360E+01 -1.812950997E+01 -9.851454807E+00 -2.676922293E+00
 5.228565372E+00 1.277744902E+01 1.806579100E+01 2.432411908E+01 3.406673657E+01
 4.378671514E+01 5.072446856E+01 5.751449386E+01 6.528143350E+01 7.352525730E+01
 8.352439935E+01 9.586811329E+01 1.114514149E+02 1.295519111E+02 1.470031807E+02
 1.613826839E+02 1.736208755E+02 1.863724836E+02 1.987336766E+02 2.110549809E+02
 2.269375169E+02 2.476791849E+02 2.718388721E+02 2.989287806E+02 3.345037901E+02
 3.703753481E+02 4.045531564E+02 4.342662597E+02 4.201050440E+02 3.066470500E+02
 -8.148980248E+00 -4.204308774E+02 -7.239797373E+02 -8.353516744E+02 -7.861939403E+02
 -7.067059707E+02 -6.578065422E+02 -6.395623178E+02 -6.252972178E+02 -6.050650521E+02
 -5.821577486E+02 -5.602227227E+02 -5.404900507E+02 -5.225435606E+02 -5.082740759E+02
 -4.923270727E+02 -4.479879262E+02 -3.960104954E+02 -3.642305213E+02 -3.367610295E+02
 -3.115510843E+02 -2.898924396E+02 -2.708958931E+02 -2.543787231E+02 -2.403185690E+02
 -2.282641981E+02 -2.183749593E+02 -2.098993179E+02 -2.026938718E+02 -1.976284894E+02
 -1.942449181E+02 -1.930898336E+02 -1.916987878E+02 -1.898292181E+02 -1.918458423E+02
 -1.957667458E+02 -2.015088524E+02 -2.102622489E+02 -2.118185136E+02 -2.036356822E+02
 -1.969932917E+02 -1.973647133E+02 -2.019921393E+02 -2.127588893E+02 -2.295103000E+02
 -2.381055054E+02 -2.445867270E+02 -2.531752340E+02 -2.534320098E+02 -2.483535215E+02
 -2.420790921E+02 -2.373433955E+02 -2.333539564E+02 -2.276762308E+02 -2.189046555E+02
 -2.080525294E+02 -1.981843023E+02 -1.865160385E+02 -1.712924256E+02 -1.549162013E+02
 -1.370809754E+02 -1.190866006E+02 -1.007006699E+02 -8.226956008E+01 -6.480149467E+01
 -4.762864967E+01 -3.187483253E+01 -1.780552411E+01 -5.443131486E+00 5.024790256E+00
 1.426120979E+01 2.245872052E+01 2.988631490E+01 3.679204818E+01 4.319488768E+01
 4.928201914E+01 5.514954377E+01 6.081142186E+01 6.642698005E+01 7.195267205E+01
 7.733999034E+01 8.259168168E+01 8.760071042E+01 9.237350528E+01 9.677365861E+01
 1.006374010E+02 1.038514293E+02 1.060486479E+02 1.067846611E+02 1.057970800E+02
 1.032830053E+02 1.001128871E+02 9.791111712E+01 9.933910358E+01 4.787491467E+01
 7.002665466E+00 2.161303373E+01 2.433207136E+01 2.537506685E+01 2.585883367E+01
 2.612971496E+01 2.634891528E+01 2.657415654E+01 2.680863424E+01 2.703849237E+01
 2.724899489E+01 2.741739820E+01 2.753896104E+01 2.761662791E+01 2.764531116E+01
 2.762719606E+01 2.758371733E+01 2.751524566E+01 2.741664542E+01 2.729738148E+01
 2.715445162E+01 2.699196352E+01 2.681459153E+01 2.663203941E+01 2.645329047E+01
 2.628329602E+01 2.611888765E+01 2.597182915E+01 2.556528573E+01 2.425326193E+01
 1.610412445E+01
ZONE T="Slice: Y=-1.33561"
 STRANDID=9, SOLUTIONTIME=0
 I=221, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 DT=(DOUBLE DOUBLE DOUBLE )
